payroll_id,employee_id,pay_period_start,pay_period_end,pay_date,payroll_type,base_salary,hourly_rate,hours_worked,overtime_hours,overtime_rate_multiplier,gross_earnings,bonus_amount,commission_amount,allowance_amount,other_earnings,deduction_tax,deduction_pf,deduction_insurance,deduction_loan,deduction_other,total_deductions,net_pay,ytd_gross,ytd_tax,ytd_net,currency_code,payment_method,bank_account_number,status,created_at,created_by,updated_at,updated_by,is_active,notes,tax_regime,effective_from,effective_to
179,79,2023-01-31,2023-03-02,2023-03-07,Monthly,7094.99,,,8.07,2.0,13484.85,986.57,2421.75,1665.08,600.75,2884.61,965.1,93.28,310.81,363.48,4617.28,8867.57,67424.25,14423.05,44337.85,USD,Bank Transfer,5419181316,Paid,2025-11-02 16:38:39,31,2025-11-02 22:38:39,45,True,Tax revision,,,
180,80,2023-01-31,2023-03-03,2023-03-04,Monthly,3524.84,,,5.74,2.0,10511.14,3579.48,994.98,1728.32,430.61,1989.28,1020.49,67.55,141.95,448.04,3667.31,6843.83,94600.26,17903.52,61594.47,USD,Bank Transfer,6010224923,Processed,2025-05-26 16:38:39,10,2025-05-26 20:38:39,8,True,Tax revision,,2024-07-05,2025-03-15
181,81,2023-01-31,2023-03-01,2023-03-05,Monthly,7811.31,,,1.81,2.0,12739.3,2152.59,1079.28,1256.67,262.72,2249.71,1257.78,204.69,297.69,141.48,4151.35,8587.95,38217.9,6749.13,25763.85,USD,Bank Transfer,7052351734,Processed,2025-08-12 16:38:39,4,2025-08-12 17:38:39,11,True,,Old Regime,2023-01-28,2023-05-16
182,82,2023-01-31,2023-03-03,2023-03-07,Monthly,7178.24,,,10.84,2.0,15763.47,4705.01,488.39,1497.74,921.44,2315.18,1339.47,15.3,728.09,168.94,4566.98,11196.49,63053.88,9260.72,44785.96,USD,Bank Transfer,8416758702,Processed,2025-04-17 16:38:39,28,2025-04-17 17:38:39,26,True,Bonus included,,2024-01-26,2024-04-23
183,83,2023-01-31,2023-03-03,2023-03-07,Monthly,9727.45,,,1.26,2.0,14478.43,1241.06,683.12,1963.22,710.37,2090.23,1198.27,145.03,197.8,491.7,4123.03,10355.4,173741.16,25082.76,124264.8,USD,Bank Transfer,9815658737,Processed,2025-05-21 16:38:39,6,2025-05-21 22:38:39,10,True,Adjustment for overtime,,,
184,84,2023-01-31,2023-02-28,2023-03-04,Monthly,3748.9,,,8.57,1.5,10528.31,3663.81,1500.41,811.41,502.58,2387.91,628.07,287.42,830.09,494.43,4627.92,5900.39,42113.24,9551.64,23601.56,USD,Bank Transfer,3710585901,Paid,2025-06-25 16:38:39,16,2025-06-25 20:38:39,47,False,Bonus included,Old Regime,,
185,85,2023-01-31,2023-02-28,2023-03-03,Monthly,4379.4,,,17.19,2.0,9440.28,1020.53,930.18,1391.46,777.69,1070.87,666.59,390.68,636.21,152.87,2917.22,6523.06,9440.28,1070.87,6523.06,EUR,Bank Transfer,3934146821,Reversed,2025-03-27 16:38:39,30,2025-03-27 20:38:39,3,True,Adjustment for overtime,New Regime,,
186,86,2023-01-31,2023-03-01,2023-03-03,Monthly,11154.87,,,16.52,2.0,19407.93,4534.48,302.9,713.56,398.64,3424.12,1692.04,274.48,75.58,403.29,5869.51,13538.42,213487.23,37665.32,148922.62,USD,Bank Transfer,5209504732,Processed,2025-02-19 16:38:39,7,2025-02-19 19:38:39,27,True,,Old Regime,,
187,87,2023-01-31,2023-02-27,2023-03-02,Bi-weekly,4663.3,,,3.34,2.0,9433.48,318.59,2604.94,968.37,683.59,1615.21,589.64,489.31,423.65,303.02,3420.83,6012.65,103768.28,17767.31,66139.15,EUR,Cash,1898403238,Paid,2025-09-05 16:38:39,47,2025-09-05 22:38:39,42,True,Bonus included,Old Regime,,
188,88,2023-01-31,2023-03-03,2023-03-04,Monthly,6901.9,,,6.43,1.5,11229.76,2125.96,861.37,316.92,607.55,2105.04,862.97,341.02,143.94,401.45,3854.42,7375.34,56148.8,10525.2,36876.7,EUR,Cash,4827518576,Processed,2025-06-10 16:38:39,25,2025-06-10 21:38:39,8,True,,,2024-03-02,2024-04-27
189,89,2023-01-31,2023-02-27,2023-03-01,Bi-weekly,9667.99,,,16.41,1.5,15628.23,2281.32,1413.64,438.36,339.56,4296.8,1228.59,406.43,499.03,300.54,6731.39,8896.84,78141.15,21484.0,44484.2,USD,Bank Transfer,5233098444,Processed,2025-05-26 16:38:39,19,2025-05-26 22:38:39,30,True,Tax revision,,2023-12-14,2024-02-06
190,90,2023-01-31,2023-02-28,2023-03-04,Monthly,,32.3,152.59,12.14,1.5,7137.29,15.39,1151.76,88.27,365.03,1775.78,560.35,122.94,127.56,171.63,2758.26,4379.03,21411.87,5327.34,13137.09,USD,Bank Transfer,1287036060,Paid,2025-07-25 16:38:39,5,2025-07-25 21:38:39,32,True,Adjustment for overtime,New Regime,,
191,91,2023-01-31,2023-02-28,2023-03-04,Weekly,11997.82,,,9.98,2.0,19886.79,4678.97,358.19,1217.16,137.92,2932.49,1568.94,17.43,656.77,329.53,5505.16,14381.63,159094.32,23459.92,115053.04,USD,Check,3500667940,Processed,2025-11-02 16:38:39,39,2025-11-02 19:38:39,4,True,,Old Regime,2024-05-19,2024-07-27
192,92,2023-01-31,2023-03-01,2023-03-03,Weekly,8779.23,,,12.69,2.0,15198.27,2621.9,765.51,1067.81,571.21,4397.32,1035.88,304.54,287.25,309.61,6334.6,8863.67,15198.27,4397.32,8863.67,USD,Bank Transfer,8483451457,Processed,2025-11-16 16:38:39,42,2025-11-16 22:38:39,28,True,Bonus included,Old Regime,,
193,93,2023-01-31,2023-02-27,2023-02-28,Monthly,,69.63,161.98,18.41,1.5,19433.86,2308.95,1839.29,1555.37,528.75,4905.79,1854.71,192.66,125.75,395.56,7474.47,11959.39,58301.58,14717.37,35878.17,USD,Bank Transfer,3235980261,Draft,2025-02-08 16:38:39,42,2025-02-08 18:38:39,35,True,Tax revision,New Regime,,
194,94,2023-01-31,2023-02-27,2023-03-02,Monthly,8418.58,,,8.78,1.5,13965.22,3586.37,387.29,731.47,148.56,4112.98,902.94,254.66,5.98,230.93,5507.49,8457.73,69826.1,20564.9,42288.65,USD,Bank Transfer,8587587906,Draft,2025-11-19 16:38:39,44,2025-11-19 18:38:39,29,True,,Old Regime,2023-09-08,2024-01-11
195,95,2023-01-31,2023-02-28,2023-03-03,Monthly,11211.25,,,13.41,2.0,18418.15,2409.24,1711.65,376.32,830.4,2882.69,1612.34,98.15,380.47,432.93,5406.58,13011.57,221017.8,34592.28,156138.84,USD,Bank Transfer,9742124989,Processed,2025-12-30 16:38:39,28,2025-12-30 19:38:39,8,True,Adjustment for overtime,,,
196,96,2023-01-31,2023-02-27,2023-03-01,Monthly,3558.77,,,19.28,1.5,9133.79,1311.48,744.92,1906.22,969.15,1198.17,831.03,400.38,463.43,311.32,3204.33,5929.46,73070.32,9585.36,47435.68,INR,Check,5233833865,Processed,2025-11-19 16:38:39,11,2025-11-19 19:38:39,32,True,Bonus included,New Regime,,
197,97,2023-01-31,2023-03-03,2023-03-06,Monthly,7549.81,,,13.69,2.0,12738.14,1892.36,1673.99,233.06,96.96,3155.9,986.74,268.51,659.19,453.97,5524.31,7213.83,114643.26,28403.1,64924.47,USD,Cash,5507613200,Draft,2025-06-30 16:38:39,7,2025-06-30 19:38:39,48,True,Tax revision,New Regime,,
198,98,2023-01-31,2023-02-28,2023-03-04,Monthly,6367.23,,,14.48,2.0,12656.97,1741.45,1500.97,981.46,913.39,1856.9,1209.83,258.52,332.89,328.31,3986.45,8670.52,88598.79,12998.3,60693.64,USD,Bank Transfer,5529940105,Processed,2025-05-24 16:38:39,4,2025-05-24 22:38:39,8,True,Tax revision,,2023-11-23,2024-04-12
199,99,2023-01-31,2023-02-27,2023-03-02,Monthly,12121.0,,,12.9,2.0,17566.71,964.42,1682.82,397.62,446.34,2607.35,1249.22,428.97,17.9,291.76,4595.2,12971.51,52700.13,7822.05,38914.53,USD,Bank Transfer,2305345184,Paid,2025-04-08 16:38:39,34,2025-04-08 20:38:39,17,True,,Old Regime,2024-08-07,2025-02-12
200,100,2023-01-31,2023-02-27,2023-03-03,Monthly,,64.01,140.37,4.53,2.0,18385.89,4355.12,2956.37,1184.66,324.73,2412.63,1269.11,123.4,921.58,323.27,5049.99,13335.9,202244.79,26538.93,146694.9,EUR,Bank Transfer,9456197750,Processed,2025-07-06 16:38:39,43,2025-07-06 19:38:39,36,True,Adjustment for overtime,New Regime,,
201,1,2023-03-02,2023-04-01,2023-04-03,Monthly,9144.53,,,18.44,2.0,19802.76,4238.44,2214.73,1730.02,367.23,4808.42,1060.78,46.54,409.07,366.67,6691.48,13111.28,118816.56,28850.52,78667.68,EUR,Bank Transfer,4665116369,Processed,2025-11-02 16:38:39,18,2025-11-02 22:38:39,22,True,,Old Regime,,
202,2,2023-03-02,2023-04-01,2023-04-06,Monthly,9715.09,,,19.58,1.5,16912.81,2434.05,1352.82,969.38,658.14,4995.14,938.79,314.28,614.05,210.18,7072.44,9840.37,101476.86,29970.84,59042.22,EUR,Bank Transfer,6032956136,Paid,2025-03-06 16:38:39,17,2025-03-06 18:38:39,45,True,,Old Regime,,
203,3,2023-03-02,2023-04-02,2023-04-07,Monthly,7313.67,,,19.15,1.5,13842.36,1924.51,2730.03,364.17,196.95,2627.98,1191.37,204.21,881.08,270.47,5175.11,8667.25,138423.6,26279.8,86672.5,USD,Bank Transfer,8392945541,Processed,2025-06-21 16:38:39,41,2025-06-21 22:38:39,40,True,Adjustment for overtime,,,
204,4,2023-03-02,2023-03-31,2023-04-05,One-time,11930.72,,,11.1,1.5,19980.92,4838.74,489.27,1416.6,64.05,3289.94,1066.34,70.41,917.03,275.45,5619.17,14361.75,19980.92,3289.94,14361.75,USD,Bank Transfer,8984070134,Processed,2025-08-26 16:38:39,26,2025-08-26 18:38:39,2,True,Bonus included,Old Regime,2023-12-27,2024-12-25
205,5,2023-03-02,2023-03-30,2023-03-31,Monthly,10811.0,,,6.6,1.5,19142.49,4380.12,836.62,1939.82,506.0,5104.62,1804.82,369.02,134.77,396.92,7810.15,11332.34,95712.45,25523.1,56661.7,USD,Bank Transfer,5377128812,Reversed,2025-08-23 16:38:39,20,2025-08-23 20:38:39,35,True,Tax revision,,,
206,6,2023-03-02,2023-04-01,2023-04-02,Monthly,3515.97,,,8.71,2.0,10700.76,4209.11,357.55,1488.91,746.42,1806.46,972.37,466.47,609.63,485.99,4340.92,6359.84,74905.32,12645.22,44518.88,EUR,Bank Transfer,4782408054,Paid,2025-07-16 16:38:39,22,2025-07-16 21:38:39,41,True,Bonus included,,2023-05-06,2023-09-27
207,7,2023-03-02,2023-03-30,2023-04-02,Monthly,3795.04,,,2.49,1.5,6265.09,764.8,895.68,155.43,565.55,1698.98,323.19,383.33,527.42,256.98,3189.9,3075.19,37590.54,10193.88,18451.14,USD,Bank Transfer,9054530725,Paid,2026-01-20 16:38:39,1,2026-01-20 22:38:39,30,True,,New Regime,2023-05-15,2024-01-09
208,8,2023-03-02,2023-03-30,2023-04-03,Monthly,4465.84,,,4.03,1.5,10234.45,98.25,2901.52,1879.08,721.03,1676.23,927.02,183.54,125.65,244.32,3156.76,7077.69,102344.5,16762.3,70776.9,EUR,Bank Transfer,5935680698,Processed,2025-11-11 16:38:39,6,2025-11-11 20:38:39,11,True,,Old Regime,2024-05-24,2025-02-27
209,9,2023-03-02,2023-04-02,2023-04-05,One-time,10173.17,,,8.46,2.0,19582.84,4396.8,2718.94,575.9,642.22,2282.69,1005.24,321.35,10.52,214.28,3834.08,15748.76,137079.88,15978.83,110241.32,USD,Bank Transfer,2446044422,Processed,2026-01-24 16:38:39,45,2026-01-24 18:38:39,50,True,Tax revision,New Regime,,
210,10,2023-03-02,2023-04-01,2023-04-05,Monthly,3794.56,,,7.39,2.0,7928.6,1747.15,1218.76,631.76,185.85,1129.09,666.08,161.53,600.87,25.03,2582.6,5346.0,79286.0,11290.9,53460.0,INR,Bank Transfer,3140789264,Processed,2025-03-15 16:38:39,20,2025-03-15 19:38:39,41,True,Tax revision,Old Regime,,
211,11,2023-03-02,2023-03-31,2023-04-04,Monthly,,29.74,168.53,3.81,2.0,9947.74,56.62,2077.97,1631.04,943.41,2361.6,577.4,156.35,838.12,427.28,4360.75,5586.99,29843.22,7084.8,16760.97,USD,Cash,9355325765,Paid,2025-05-09 16:38:39,44,2025-05-09 17:38:39,14,True,Tax revision,,2024-03-02,2024-08-16
212,12,2023-03-02,2023-04-01,2023-04-05,Monthly,,55.76,141.53,10.96,1.5,13441.23,666.89,2964.82,692.57,308.54,3969.7,686.93,275.87,813.79,256.38,6002.67,7438.56,67206.15,19848.5,37192.8,INR,Bank Transfer,9660806282,Processed,2025-10-21 16:38:39,32,2025-10-21 19:38:39,19,True,Adjustment for overtime,,2024-07-11,2025-03-09
213,13,2023-03-02,2023-04-02,2023-04-06,Monthly,11941.21,,,8.38,1.5,16181.14,1931.12,236.32,982.63,151.73,4417.75,867.95,107.38,446.84,366.08,6206.0,9975.14,161811.4,44177.5,99751.4,EUR,Cash,9068276616,Paid,2025-09-21 16:38:39,22,2025-09-21 17:38:39,50,True,Bonus included,Old Regime,,
214,14,2023-03-02,2023-04-01,2023-04-03,Monthly,9615.99,,,1.3,1.5,12769.84,578.0,1637.13,784.24,37.29,3058.99,946.42,43.33,737.0,433.97,5219.71,7550.13,127698.4,30589.9,75501.3,USD,Cash,8659041358,Processed,2026-01-01 16:38:39,43,2026-01-01 18:38:39,38,True,Adjustment for overtime,,,
215,15,2023-03-02,2023-03-31,2023-04-01,Monthly,5388.2,,,10.4,2.0,12014.23,3806.19,15.89,1298.53,804.95,1505.44,933.91,354.99,572.25,254.64,3621.23,8393.0,24028.46,3010.88,16786.0,USD,Check,4035519525,Processed,2025-09-29 16:38:39,43,2025-09-29 19:38:39,35,True,Adjustment for overtime,,,
216,16,2023-03-02,2023-03-29,2023-03-30,Bi-weekly,,28.51,162.38,16.85,1.5,11848.39,3863.83,808.38,1643.78,182.36,2742.93,1076.31,52.93,206.37,168.65,4247.19,7601.2,59241.95,13714.65,38006.0,USD,Bank Transfer,5017089234,Processed,2025-02-24 16:38:39,21,2025-02-24 17:38:39,15,True,Tax revision,Old Regime,2023-12-20,2024-10-21
217,17,2023-03-02,2023-03-30,2023-03-31,Monthly,7245.71,,,8.14,1.5,12866.44,140.77,2889.32,1869.84,167.86,1875.35,741.95,85.79,112.53,143.56,2959.18,9907.26,38599.32,5626.05,29721.78,USD,Bank Transfer,9160802402,Processed,2025-09-27 16:38:39,35,2025-09-27 17:38:39,1,True,Adjustment for overtime,New Regime,,
218,18,2023-03-02,2023-04-01,2023-04-04,Monthly,,34.26,179.43,6.6,2.0,9682.38,1538.96,1130.5,109.31,304.11,2408.63,745.78,165.77,123.3,418.54,3862.02,5820.36,29047.14,7225.89,17461.08,USD,Bank Transfer,6713262486,Draft,2025-03-16 16:38:39,23,2025-03-16 20:38:39,39,True,Bonus included,New Regime,,
219,19,2023-03-02,2023-03-30,2023-03-31,Monthly,8782.86,,,5.18,2.0,16559.42,3687.4,2714.41,80.79,725.27,4888.18,1408.22,245.44,15.52,232.53,6789.89,9769.53,149034.78,43993.62,87925.77,USD,Cash,5341573989,Processed,2026-01-25 16:38:39,30,2026-01-25 21:38:39,12,True,Bonus included,Old Regime,,
220,20,2023-03-02,2023-03-31,2023-04-03,Monthly,9098.64,,,17.7,2.0,15407.53,1822.59,1419.75,332.49,720.99,3683.08,1128.5,303.23,392.55,275.56,5782.92,9624.61,169482.83,40513.88,105870.71,USD,Check,4180128892,Paid,2025-06-08 16:38:39,37,2025-06-08 22:38:39,28,True,Bonus included,New Regime,2023-03-28,2023-07-15
221,21,2023-03-02,2023-04-01,2023-04-05,Monthly,,50.52,143.09,14.93,1.5,14188.13,1550.54,2651.09,664.34,961.86,3248.27,809.83,171.6,217.24,31.8,4478.74,9709.39,99316.91,22737.89,67965.73,USD,Cash,9527002853,Processed,2025-12-31 16:38:39,37,2025-12-31 17:38:39,49,True,Bonus included,,2023-11-10,2024-03-16
222,22,2023-03-02,2023-04-01,2023-04-04,Bi-weekly,,52.08,150.84,8.67,1.5,11976.84,506.71,2183.72,573.69,179.67,2015.77,932.03,488.51,64.8,330.68,3831.79,8145.05,71861.04,12094.62,48870.3,USD,Check,5410898610,Processed,2025-09-29 16:38:39,23,2025-09-29 20:38:39,23,True,Tax revision,,,
223,23,2023-03-02,2023-03-29,2023-04-01,Monthly,7166.25,,,12.4,1.5,13593.67,3408.01,470.46,931.62,784.25,1816.99,883.17,270.21,669.2,312.46,3952.03,9641.64,122343.03,16352.91,86774.76,EUR,Bank Transfer,1376561161,Reversed,2025-12-29 16:38:39,8,2025-12-29 19:38:39,5,True,,New Regime,,
224,24,2023-03-02,2023-04-02,2023-04-07,Monthly,,16.75,142.49,7.51,2.0,5680.12,30.04,1927.51,755.62,328.66,1350.88,386.35,230.85,421.85,239.73,2629.66,3050.46,62481.32,14859.68,33555.06,INR,Check,7787723186,Processed,2025-11-04 16:38:39,50,2025-11-04 19:38:39,2,True,Bonus included,Old Regime,,
225,25,2023-03-02,2023-04-01,2023-04-02,One-time,10509.13,,,3.89,2.0,17599.35,3640.57,1369.78,906.65,662.21,3014.98,991.73,181.95,945.68,474.25,5608.59,11990.76,158394.15,27134.82,107916.84,USD,Bank Transfer,3436301045,Reversed,2025-12-22 16:38:39,11,2025-12-22 17:38:39,3,True,,New Regime,2023-12-19,2024-08-14
226,26,2023-03-02,2023-04-02,2023-04-05,Monthly,,48.16,151.77,15.96,1.5,14806.36,3355.53,2120.87,35.43,832.34,2922.8,1364.78,67.37,696.09,50.78,5101.82,9704.54,88838.16,17536.8,58227.24,USD,Bank Transfer,1317066657,Processed,2025-06-15 16:38:39,15,2025-06-15 21:38:39,18,True,Tax revision,,2024-05-12,2025-03-28
227,27,2023-03-02,2023-03-31,2023-04-01,Monthly,7398.81,,,18.12,1.5,15097.45,2258.33,2270.45,1439.69,473.3,4343.37,863.38,7.49,570.34,87.02,5871.6,9225.85,105682.15,30403.59,64580.95,USD,Bank Transfer,4245407931,Processed,2026-01-29 16:38:39,42,2026-01-29 20:38:39,39,True,,New Regime,,
228,28,2023-03-02,2023-04-02,2023-04-06,Monthly,,17.65,178.69,6.95,1.5,11384.05,3375.26,2295.32,1464.98,910.61,1270.97,1056.64,48.09,561.23,319.69,3256.62,8127.43,113840.5,12709.7,81274.3,USD,Bank Transfer,5744919048,Reversed,2025-07-11 16:38:39,28,2025-07-11 21:38:39,27,True,Bonus included,Old Regime,2023-11-01,2024-09-06
229,29,2023-03-02,2023-04-02,2023-04-06,Monthly,11814.51,,,6.3,1.5,19735.73,4398.47,2580.64,112.01,132.31,3515.61,1936.23,273.82,952.6,348.72,7026.98,12708.75,236828.76,42187.32,152505.0,USD,Bank Transfer,5964380923,Processed,2025-04-12 16:38:39,20,2025-04-12 20:38:39,14,True,Bonus included,New Regime,,
230,30,2023-03-02,2023-04-02,2023-04-03,Monthly,4500.6,,,13.01,2.0,7715.55,1270.3,920.59,148.02,144.13,1413.04,414.02,286.26,972.33,312.71,3398.36,4317.19,38577.75,7065.2,21585.95,USD,Bank Transfer,9947686149,Processed,2025-10-22 16:38:39,43,2025-10-22 20:38:39,38,True,Bonus included,Old Regime,,
231,31,2023-03-02,2023-04-01,2023-04-03,Bi-weekly,11226.15,,,15.63,2.0,19066.22,4274.25,327.41,576.29,468.81,4221.75,1020.66,311.06,742.98,424.67,6721.12,12345.1,133463.54,29552.25,86415.7,USD,Check,7966894093,Processed,2025-12-24 16:38:39,43,2025-12-24 19:38:39,28,True,,Old Regime,2023-09-21,2024-08-17
232,32,2023-03-02,2023-03-31,2023-04-03,Monthly,4132.11,,,9.78,1.5,12365.63,2965.01,2719.51,1449.76,720.38,3609.28,1100.53,192.78,588.32,339.55,5830.46,6535.17,61828.15,18046.4,32675.85,USD,Bank Transfer,8632755862,Paid,2025-04-18 16:38:39,29,2025-04-18 20:38:39,39,True,Adjustment for overtime,,,
233,33,2023-03-02,2023-03-29,2023-03-30,Monthly,5059.32,,,7.99,2.0,12541.64,4244.1,1326.94,1006.6,399.38,3658.74,845.94,446.3,429.52,38.24,5418.74,7122.9,50166.56,14634.96,28491.6,USD,Bank Transfer,4406187946,Paid,2025-05-24 16:38:39,25,2025-05-24 20:38:39,43,True,Bonus included,,2024-06-02,2025-01-25
234,34,2023-03-02,2023-03-30,2023-04-04,Monthly,4468.28,,,4.84,1.5,10107.29,182.53,2643.07,1920.87,689.79,1183.6,761.85,246.63,126.83,104.7,2423.61,7683.68,20214.58,2367.2,15367.36,EUR,Bank Transfer,7143993794,Processed,2025-09-21 16:38:39,21,2025-09-21 19:38:39,49,True,Adjustment for overtime,Old Regime,2023-01-24,2023-05-29
235,35,2023-03-02,2023-03-31,2023-04-01,Monthly,6357.21,,,12.95,1.5,12805.18,756.59,2760.56,1218.1,940.91,2389.72,840.59,220.42,449.87,260.42,4161.02,8644.16,25610.36,4779.44,17288.32,USD,Bank Transfer,7226905852,Paid,2025-09-19 16:38:39,40,2025-09-19 20:38:39,14,False,Bonus included,Old Regime,2023-03-26,2024-02-01
236,36,2023-03-02,2023-04-01,2023-04-04,Monthly,7750.52,,,11.02,1.5,11890.41,640.11,2110.22,449.55,139.28,3176.2,1040.1,436.04,665.51,235.59,5553.44,6336.97,130794.51,34938.2,69706.67,INR,Bank Transfer,4548227327,Processed,2025-04-15 16:38:39,13,2025-04-15 17:38:39,16,True,Tax revision,Old Regime,2024-08-21,2025-04-06
237,37,2023-03-02,2023-03-30,2023-04-03,Monthly,5800.42,,,17.94,2.0,11283.44,116.46,1757.27,1959.59,348.96,1841.22,1079.77,141.01,633.09,3.07,3698.16,7585.28,22566.88,3682.44,15170.56,USD,Bank Transfer,6373312899,Processed,2025-12-03 16:38:39,45,2025-12-03 18:38:39,18,True,,,,
238,38,2023-03-02,2023-03-31,2023-04-04,Monthly,10328.15,,,6.4,1.5,18981.39,3281.27,2765.8,1911.11,75.37,2873.28,1209.64,354.03,312.97,153.41,4903.33,14078.06,227776.68,34479.36,168936.72,EUR,Bank Transfer,4390844177,Processed,2025-05-30 16:38:39,2,2025-05-30 22:38:39,15,True,Bonus included,,2023-11-17,2024-05-05
239,39,2023-03-02,2023-03-31,2023-04-04,Monthly,6563.09,,,12.03,1.5,9579.05,270.69,954.04,531.97,519.07,1505.78,807.62,5.54,456.08,395.82,3170.84,6408.21,95790.5,15057.8,64082.1,EUR,Check,9053706999,Paid,2025-09-12 16:38:39,4,2025-09-12 22:38:39,42,True,Adjustment for overtime,,,
240,40,2023-03-02,2023-04-01,2023-04-05,Monthly,11446.23,,,7.79,2.0,17174.55,1894.37,1283.91,782.06,653.4,2038.07,1559.1,22.09,862.31,357.48,4839.05,12335.5,17174.55,2038.07,12335.5,USD,Bank Transfer,2058113659,Processed,2025-04-28 16:38:39,41,2025-04-28 21:38:39,2,True,Adjustment for overtime,,,
241,41,2023-03-02,2023-03-31,2023-04-03,Monthly,9439.92,,,3.97,2.0,15109.63,3798.3,703.57,584.25,115.13,3888.31,770.57,136.23,384.6,250.95,5430.66,9678.97,15109.63,3888.31,9678.97,INR,Bank Transfer,5906558873,Paid,2025-09-04 16:38:39,23,2025-09-04 18:38:39,38,True,Tax revision,New Regime,2024-07-05,2025-06-20
242,42,2023-03-02,2023-03-30,2023-04-01,Monthly,10137.39,,,9.73,2.0,17013.05,2547.89,1355.35,1589.16,150.3,2939.19,1417.51,42.78,387.92,437.43,5224.83,11788.22,34026.1,5878.38,23576.44,INR,Bank Transfer,2620213067,Draft,2025-12-15 16:38:39,49,2025-12-15 22:38:39,28,True,Adjustment for overtime,,,
243,43,2023-03-02,2023-04-02,2023-04-03,Monthly,7148.21,,,6.26,2.0,8879.17,228.9,73.49,281.33,587.89,891.2,451.61,239.73,90.43,403.81,2076.78,6802.39,97670.87,9803.2,74826.29,USD,Cash,1702345135,Processed,2025-03-02 16:38:39,19,2025-03-02 17:38:39,40,True,Bonus included,New Regime,2024-04-15,2024-07-11
244,44,2023-03-02,2023-04-01,2023-04-03,Weekly,11361.83,,,15.47,1.5,18442.84,2089.0,2267.48,728.53,348.18,5117.85,1165.42,304.74,553.03,38.11,7179.15,11263.69,55328.52,15353.55,33791.07,USD,Cash,1268011696,Draft,2025-06-13 16:38:39,11,2025-06-13 18:38:39,22,True,Bonus included,New Regime,,
245,45,2023-03-02,2023-03-30,2023-04-04,Monthly,,34.98,152.62,3.66,2.0,11748.36,4058.3,712.82,868.98,513.56,2552.86,732.49,330.99,78.7,3.07,3698.11,8050.25,105735.24,22975.74,72452.25,USD,Check,2454138121,Processed,2025-05-31 16:38:39,15,2025-05-31 20:38:39,1,True,,New Regime,2024-06-15,2024-09-21
246,46,2023-03-02,2023-03-31,2023-04-04,Monthly,9716.28,,,19.31,2.0,20883.7,4351.71,2790.74,1209.76,469.94,5990.87,1354.04,25.59,776.33,176.61,8323.44,12560.26,187953.3,53917.83,113042.34,USD,Bank Transfer,3374935100,Processed,2025-08-13 16:38:39,4,2025-08-13 20:38:39,17,True,Tax revision,Old Regime,2024-08-16,2025-04-04
247,47,2023-03-02,2023-03-29,2023-04-02,Bi-weekly,4797.49,,,5.4,2.0,12508.74,3814.35,1787.17,946.07,839.83,2777.79,949.93,300.44,702.19,119.18,4849.53,7659.21,25017.48,5555.58,15318.42,USD,Check,5133988370,Paid,2025-10-20 16:38:39,9,2025-10-20 17:38:39,43,True,Tax revision,Old Regime,2023-06-23,2023-07-30
248,48,2023-03-02,2023-03-30,2023-04-01,Monthly,10169.1,,,2.44,1.5,13257.6,297.72,1640.44,331.94,585.78,2029.04,773.46,457.32,689.64,301.02,4250.48,9007.12,26515.2,4058.08,18014.24,USD,Cash,5534197843,Processed,2025-05-31 16:38:39,33,2025-05-31 17:38:39,37,True,,New Regime,2023-10-05,2023-11-30
249,49,2023-03-02,2023-03-30,2023-04-04,Monthly,12076.17,,,9.34,1.5,20510.16,4150.53,1551.17,770.19,904.68,3093.51,1519.06,303.59,78.73,7.28,5002.17,15507.99,246121.92,37122.12,186095.88,EUR,Cash,2501388515,Draft,2025-02-13 16:38:39,17,2025-02-13 18:38:39,45,True,Adjustment for overtime,,,
250,50,2023-03-02,2023-04-01,2023-04-05,Monthly,6608.52,,,0.21,2.0,11380.1,392.74,2905.47,628.43,827.59,2157.1,599.49,378.24,124.68,64.1,3323.61,8056.49,68280.6,12942.6,48338.94,USD,Cash,9501051917,Paid,2025-02-08 16:38:39,8,2025-02-08 22:38:39,9,True,,New Regime,,
251,51,2023-03-02,2023-03-31,2023-04-04,Monthly,8892.15,,,7.68,2.0,17598.13,3407.02,2927.1,698.78,819.43,4329.59,919.35,116.22,187.9,438.97,5992.03,11606.1,140785.04,34636.72,92848.8,INR,Check,9232423495,Processed,2025-09-15 16:38:39,34,2025-09-15 21:38:39,4,True,Bonus included,Old Regime,,
252,52,2023-03-02,2023-03-29,2023-04-02,Monthly,3452.53,,,17.74,1.5,7860.03,2613.76,118.16,780.19,321.19,1678.66,772.51,331.68,260.8,272.38,3316.03,4544.0,86460.33,18465.26,49984.0,USD,Bank Transfer,1781473840,Processed,2025-02-26 16:38:39,12,2025-02-26 19:38:39,21,True,Bonus included,New Regime,,
253,53,2023-03-02,2023-04-02,2023-04-07,Bi-weekly,,50.57,160.64,7.01,2.0,16998.86,4564.76,1935.55,882.44,783.55,3448.21,876.04,195.43,863.72,316.09,5699.49,11299.37,67995.44,13792.84,45197.48,USD,Cash,6985484279,Draft,2025-06-20 16:38:39,14,2025-06-20 19:38:39,8,True,Adjustment for overtime,Old Regime,2024-03-13,2024-11-04
